"id"	"diary"	"previous"	"perform_type"	"memory"	"audience"	"pa"	"na"	"age"	"gender"	"instrument"	"years_study"	"mpqab"	"mpqsr"	"mpqpem"	"mpqnem"	"mpqcon"
21	13	12	"Small Ensemble"	"Memory"	"Public Performance"	26	15	18	"Female"	"orchestral instrument"	7	26	20	57	40	74
21	14	13	"Small Ensemble"	"Memory"	"Public Performance"	19	19	18	"Female"	"orchestral instrument"	7	26	20	57	40	74
21	15	14	"Large Ensemble"	"Score"	"Public Performance"	41	13	18	"Female"	"orchestral instrument"	7	26	20	57	40	74
22	1	0	"Solo"	"Score"	"Instructor"	35	24	18	"Male"	"orchestral instrument"	7	24	14	49	40	52
22	2	1	"Large Ensemble"	"Score"	"Public Performance"	39	21	18	"Male"	"orchestral instrument"	7	24	14	49	40	52
22	3	2	"Large Ensemble"	"Score"	"Public Performance"	41	14	18	"Male"	"orchestral instrument"	7	24	14	49	40	52
22	4	3	"Large Ensemble"	"Score"	"Public Performance"	46	15	18	"Male"	"orchestral instrument"	7	24	14	49	40	52
22	5	4	"Large Ensemble"	"Score"	"Public Performance"	50	10	18	"Male"	"orchestral instrument"	7	24	14	49	40	52
22	6	5	"Solo"	"Score"	"Instructor"	38	24	18	"Male"	"orchestral instrument"	7	24	14	49	40	52
22	7	6	"Solo"	"Score"	"Student(s)"	40	24	18	"Male"	"orchestral instrument"	7	24	14	49	40	52
22	8	7	"Solo"	"Score"	"Instructor"	33	16	18	"Male"	"orchestral instrument"	7	24	14	49	40	52
22	9	8	"Small Ensemble"	"Score"	"Public Performance"	39	34	18	"Male"	"orchestral instrument"	7	24	14	49	40	52
22	10	9	"Large Ensemble"	"Score"	"Public Performance"	44	22	18	"Male"	"orchestral instrument"	7	24	14	49	40	52
22	11	10	"Large Ensemble"	"Score"	"Public Performance"	40	19	18	"Male"	"orchestral instrument"	7	24	14	49	40	52
22	12	11	"Large Ensemble"	"Score"	"Public Performance"	48	18	18	"Male"	"orchestral instrument"	7	24	14	49	40	52
22	13	12	"Large Ensemble"	"Score"	"Public Performance"	49	12	18	"Male"	"orchestral instrument"	7	24	14	49	40	52
22	14	13	"Large Ensemble"	"Score"	"Public Performance"	47	19	18	"Male"	"orchestral instrument"	7	24	14	49	40	52
22	15	14	"Solo"	"Score"	"Instructor"	32	25	18	"Male"	"orchestral instrument"	7	24	14	49	40	52
24	1	0	"Large Ensemble"	"Memory"	"Public Performance"	33	18	20	"Male"	"voice"	7	25	7	60	39	43
24	2	1	"Large Ensemble"	"Memory"	"Public Performance"	31	11	20	"Male"	"voice"	7	25	7	60	39	43
24	3	2	"Large Ensemble"	"Memory"	"Public Performance"	29	13	20	"Male"	"voice"	7	25	7	60	39	43
24	4	3	"Large Ensemble"	"Memory"	"Public Performance"	38	17	20	"Male"	"voice"	7	25	7	60	39	43
24	5	4	"Solo"	"Memory"	"Instructor"	18	18	20	"Male"	"voice"	7	25	7	60	39	43
24	6	5	"Large Ensemble"	"Memory"	"Public Performance"	38	20	20	"Male"	"voice"	7	25	7	60	39	43
24	7	6	"Large Ensemble"	"Memory"	"Public Performance"	49	19	20	"Male"	"voice"	7	25	7	60	39	43
24	8	7	"Large Ensemble"	"Memory"	"Public Performance"	43	14	20	"Male"	"voice"	7	25	7	60	39	43
24	9	8	"Solo"	"Memory"	"Instructor"	39	19	20	"Male"	"voice"	7	25	7	60	39	43
24	10	9	"Solo"	"Memory"	"Public Performance"	46	20	20	"Male"	"voice"	7	25	7	60	39	43
24	11	10	"Large Ensemble"	"Memory"	"Public Performance"	20	23	20	"Male"	"voice"	7	25	7	60	39	43
24	12	11	"Large Ensemble"	"Memory"	"Public Performance"	22	18	20	"Male"	"voice"	7	25	7	60	39	43
24	13	12	"Small Ensemble"	"Memory"	"Juried Recital"	31	13	20	"Male"	"voice"	7	25	7	60	39	43
24	14	13	"Solo"	"Score"	"Student(s)"	30	18	20	"Male"	"voice"	7	25	7	60	39	43
24	15	14	"Solo"	"Score"	"Instructor"	26	23	20	"Male"	"voice"	7	25	7	60	39	43
25	1	0	"Solo"	"Score"	"Student(s)"	30	24	18	"Female"	"orchestral instrument"	7	21	3	53	13	45
25	2	1	"Large Ensemble"	"Score"	"Public Performance"	30	10	18	"Female"	"orchestral instrument"	7	21	3	53	13	45
25	3	2	"Large Ensemble"	"Score"	"Public Performance"	31	10	18	"Female"	"orchestral instrument"	7	21	3	53	13	45
25	4	3	"Large Ensemble"	"Score"	"Public Performance"	33	10	18	"Female"	"orchestral instrument"	7	21	3	53	13	45
25	5	4	"Large Ensemble"	"Score"	"Public Performance"	29	11	18	"Female"	"orchestral instrument"	7	21	3	53	13	45
25	6	5	"Solo"	"Score"	"Instructor"	25	11	18	"Female"	"orchestral instrument"	7	21	3	53	13	45
25	7	6	"Solo"	"Score"	"Public Performance"	20	23	18	"Female"	"orchestral instrument"	7	21	3	53	13	45
25	8	7	"Solo"	"Score"	"Public Performance"	31	19	18	"Female"	"orchestral instrument"	7	21	3	53	13	45
25	9	8	"Small Ensemble"	"Score"	"Student(s)"	29	25	18	"Female"	"orchestral instrument"	7	21	3	53	13	45
25	10	9	"Large Ensemble"	"Score"	"Public Performance"	31	10	18	"Female"	"orchestral instrument"	7	21	3	53	13	45
25	11	10	"Small Ensemble"	"Score"	"Instructor"	31	14	18	"Female"	"orchestral instrument"	7	21	3	53	13	45
25	12	11	"Small Ensemble"	"Score"	"Instructor"	28	15	18	"Female"	"orchestral instrument"	7	21	3	53	13	45
25	13	12	"Large Ensemble"	"Score"	"Public Performance"	36	11	18	"Female"	"orchestral instrument"	7	21	3	53	13	45
25	14	13	"Solo"	"Score"	"Student(s)"	21	19	18	"Female"	"orchestral instrument"	7	21	3	53	13	45
25	15	14	"Solo"	"Score"	"Instructor"	24	14	18	"Female"	"orchestral instrument"	7	21	3	53	13	45
27	1	0	"Large Ensemble"	"Memory"	"Public Performance"	36	19	21	"Female"	"voice"	8	15	22	23	45	64
27	2	1	"Small Ensemble"	"Score"	"Public Performance"	27	20	21	"Female"	"voice"	8	15	22	23	45	64
27	3	2	"Large Ensemble"	"Memory"	"Public Performance"	32	22	21	"Female"	"voice"	8	15	22	23	45	64
27	4	3	"Large Ensemble"	"Unspecified"	"Public Performance"	39	26	21	"Female"	"voice"	8	15	22	23	45	64
27	5	4	"Large Ensemble"	"Memory"	"Public Performance"	21	28	21	"Female"	"voice"	8	15	22	23	45	64
27	6	5	"Large Ensemble"	"Memory"	"Public Performance"	39	12	21	"Female"	"voice"	8	15	22	23	45	64
27	7	6	"Large Ensemble"	"Memory"	"Public Performance"	31	25	21	"Female"	"voice"	8	15	22	23	45	64
27	8	7	"Large Ensemble"	"Memory"	"Public Performance"	26	20	21	"Female"	"voice"	8	15	22	23	45	64
27	9	8	"Large Ensemble"	"Memory"	"Public Performance"	36	15	21	"Female"	"voice"	8	15	22	23	45	64
27	10	9	"Large Ensemble"	"Memory"	"Public Performance"	35	15	21	"Female"	"voice"	8	15	22	23	45	64
27	11	10	"Large Ensemble"	"Memory"	"Public Performance"	41	13	21	"Female"	"voice"	8	15	22	23	45	64
27	12	11	"Large Ensemble"	"Memory"	"Public Performance"	32	16	21	"Female"	"voice"	8	15	22	23	45	64
27	13	12	"Large Ensemble"	"Memory"	"Public Performance"	45	11	21	"Female"	"voice"	8	15	22	23	45	64
27	14	13	"Large Ensemble"	"Memory"	"Public Performance"	28	10	21	"Female"	"voice"	8	15	22	23	45	64
27	15	14	"Large Ensemble"	"Memory"	"Public Performance"	40	13	21	"Female"	"voice"	8	15	22	23	45	64
28	1	0	"Small Ensemble"	"Score"	"Public Performance"	38	15	22	"Female"	"keyboard (piano or organ)"	17	11	9	54	35	53
28	2	1	"Solo"	"Score"	"Student(s)"	16	35	22	"Female"	"keyboard (piano or organ)"	17	11	9	54	35	53
28	3	2	"Solo"	"Unspecified"	"Instructor"	34	13	22	"Female"	"keyboard (piano or organ)"	17	11	9	54	35	53
28	4	3	"Solo"	"Memory"	"Juried Recital"	42	17	22	"Female"	"keyboard (piano or organ)"	17	11	9	54	35	53
28	5	4	"Solo"	"Memory"	"Juried Recital"	33	16	22	"Female"	"keyboard (piano or organ)"	17	11	9	54	35	53
28	6	5	"Solo"	"Memory"	"Instructor"	20	20	22	"Female"	"keyboard (piano or organ)"	17	11	9	54	35	53
28	7	6	"Solo"	"Unspecified"	"Instructor"	41	11	22	"Female"	"keyboard (piano or organ)"	17	11	9	54	35	53
28	8	7	"Solo"	"Unspecified"	"Instructor"	27	21	22	"Female"	"keyboard (piano or organ)"	17	11	9	54	35	53
28	9	8	"Solo"	"Score"	"Instructor"	25	14	22	"Female"	"keyboard (piano or organ)"	17	11	9	54	35	53
28	10	9	"Solo"	"Memory"	"Student(s)"	24	16	22	"Female"	"keyboard (piano or organ)"	17	11	9	54	35	53
28	11	10	"Solo"	"Score"	"Student(s)"	31	13	22	"Female"	"keyboard (piano or organ)"	17	11	9	54	35	53
28	12	11	"Solo"	"Score"	"Instructor"	30	10	22	"Female"	"keyboard (piano or organ)"	17	11	9	54	35	53
28	13	12	"Solo"	"Score"	"Instructor"	19	14	22	"Female"	"keyboard (piano or organ)"	17	11	9	54	35	53
28	14	13	"Solo"	"Score"	"Instructor"	17	17	22	"Female"	"keyboard (piano or organ)"	17	11	9	54	35	53
28	15	14	"Solo"	"Score"	"Instructor"	23	16	22	"Female"	"keyboard (piano or organ)"	17	11	9	54	35	53
29	1	0	"Solo"	"Memory"	"Student(s)"	24	31	18	"Male"	"voice"	6	29	7	33	26	24
29	2	1	"Solo"	"Memory"	"Instructor"	36	18	18	"Male"	"voice"	6	29	7	33	26	24
29	3	2	"Solo"	"Memory"	"Juried Recital"	33	21	18	"Male"	"voice"	6	29	7	33	26	24
29	4	3	"Large Ensemble"	"Memory"	"Student(s)"	38	16	18	"Male"	"voice"	6	29	7	33	26	24
29	5	4	"Solo"	"Score"	"Instructor"	46	12	18	"Male"	"voice"	6	29	7	33	26	24
29	6	5	"Solo"	"Score"	"Instructor"	40	10	18	"Male"	"voice"	6	29	7	33	26	24
29	7	6	"Solo"	"Score"	"Public Performance"	33	11	18	"Male"	"voice"	6	29	7	33	26	24
29	8	7	"Solo"	"Score"	"Instructor"	44	10	18	"Male"	"voice"	6	29	7	33	26	24
29	9	8	"Large Ensemble"	"Memory"	"Public Performance"	39	12	18	"Male"	"voice"	6	29	7	33	26	24
29	10	9	"Small Ensemble"	"Score"	"Student(s)"	25	16	18	"Male"	"voice"	6	29	7	33	26	24
29	11	10	"Solo"	"Memory"	"Student(s)"	29	18	18	"Male"	"voice"	6	29	7	33	26	24
29	12	11	"Solo"	"Unspecified"	"Juried Recital"	38	24	18	"Male"	"voice"	6	29	7	33	26	24
29	13	12	"Solo"	"Memory"	"Instructor"	32	12	18	"Male"	"voice"	6	29	7	33	26	24
29	14	13	"Large Ensemble"	"Memory"	"Student(s)"	31	14	18	"Male"	"voice"	6	29	7	33	26	24
29	15	14	"Solo"	"Memory"	"Juried Recital"	47	29	18	"Male"	"voice"	6	29	7	33	26	24
30	1	0	"Solo"	"Score"	"Instructor"	26	19	22	"Male"	"orchestral instrument"	10	24	6	58	22	40
30	2	1	"Small Ensemble"	"Unspecified"	"Public Performance"	31	16	22	"Male"	"orchestral instrument"	10	24	6	58	22	40
30	3	2	"Small Ensemble"	"Score"	"Student(s)"	39	13	22	"Male"	"orchestral instrument"	10	24	6	58	22	40
30	4	3	"Small Ensemble"	"Score"	"Public Performance"	31	15	22	"Male"	"orchestral instrument"	10	24	6	58	22	40
30	5	4	"Solo"	"Score"	"Instructor"	31	15	22	"Male"	"orchestral instrument"	10	24	6	58	22	40
30	6	5	"Small Ensemble"	"Score"	"Public Performance"	35	15	22	"Male"	"orchestral instrument"	10	24	6	58	22	40
30	7	6	"Small Ensemble"	"Score"	"Public Performance"	34	14	22	"Male"	"orchestral instrument"	10	24	6	58	22	40
30	8	7	"Solo"	"Score"	"Student(s)"	35	13	22	"Male"	"orchestral instrument"	10	24	6	58	22	40
30	9	8	"Small Ensemble"	"Score"	"Public Performance"	40	13	22	"Male"	"orchestral instrument"	10	24	6	58	22	40
30	10	9	"Small Ensemble"	"Memory"	"Student(s)"	36	18	22	"Male"	"orchestral instrument"	10	24	6	58	22	40
30	11	10	"Small Ensemble"	"Score"	"Student(s)"	42	11	22	"Male"	"orchestral instrument"	10	24	6	58	22	40
30	12	11	"Small Ensemble"	"Score"	"Student(s)"	37	12	22	"Male"	"orchestral instrument"	10	24	6	58	22	40
30	13	12	"Solo"	"Memory"	"Student(s)"	34	17	22	"Male"	"orchestral instrument"	10	24	6	58	22	40
30	14	13	"Large Ensemble"	"Score"	"Public Performance"	23	13	22	"Male"	"orchestral instrument"	10	24	6	58	22	40
32	1	0	"Solo"	"Unspecified"	"Instructor"	31	32	20	"Female"	"orchestral instrument"	9	30	21	51	47	37
32	2	1	"Solo"	"Memory"	"Student(s)"	31	35	20	"Female"	"orchestral instrument"	9	30	21	51	47	37
32	3	2	"Solo"	"Memory"	"Student(s)"	29	24	20	"Female"	"orchestral instrument"	9	30	21	51	47	37
32	4	3	"Solo"	"Unspecified"	"Student(s)"	29	25	20	"Female"	"orchestral instrument"	9	30	21	51	47	37
32	5	4	"Solo"	"Unspecified"	"Juried Recital"	39	22	20	"Female"	"orchestral instrument"	9	30	21	51	47	37
32	6	5	"Small Ensemble"	"Score"	"Instructor"	32	17	20	"Female"	"orchestral instrument"	9	30	21	51	47	37
32	7	6	"Solo"	"Unspecified"	"Instructor"	29	21	20	"Female"	"orchestral instrument"	9	30	21	51	47	37
32	8	7	"Small Ensemble"	"Score"	"Public Performance"	29	28	20	"Female"	"orchestral instrument"	9	30	21	51	47	37
32	9	8	"Large Ensemble"	"Score"	"Public Performance"	36	24	20	"Female"	"orchestral instrument"	9	30	21	51	47	37
32	10	9	"Large Ensemble"	"Score"	"Public Performance"	39	22	20	"Female"	"orchestral instrument"	9	30	21	51	47	37
32	11	10	"Small Ensemble"	"Score"	"Instructor"	28	14	20	"Female"	"orchestral instrument"	9	30	21	51	47	37
32	12	11	"Small Ensemble"	"Score"	"Student(s)"	23	21	20	"Female"	"orchestral instrument"	9	30	21	51	47	37
32	13	12	"Small Ensemble"	"Score"	"Public Performance"	27	22	20	"Female"	"orchestral instrument"	9	30	21	51	47	37
32	14	13	"Small Ensemble"	"Score"	"Instructor"	23	15	20	"Female"	"orchestral instrument"	9	30	21	51	47	37
32	15	14	"Solo"	"Score"	"Instructor"	23	21	20	"Female"	"orchestral instrument"	9	30	21	51	47	37
33	2	1	"Solo"	"Score"	"Instructor"	29	23	18	"Female"	"orchestral instrument"	8	28	12	62	33	39
33	9	8	"Solo"	"Score"	"Instructor"	37	17	18	"Female"	"orchestral instrument"	8	28	12	62	33	39
33	10	9	"Solo"	"Score"	"Instructor"	33	22	18	"Female"	"orchestral instrument"	8	28	12	62	33	39
33	12	11	"Solo"	"Memory"	"Instructor"	36	20	18	"Female"	"orchestral instrument"	8	28	12	62	33	39
33	13	12	"Solo"	"Score"	"Instructor"	41	15	18	"Female"	"orchestral instrument"	8	28	12	62	33	39
33	15	14	"Solo"	"Score"	"Instructor"	41	15	18	"Female"	"orchestral instrument"	8	28	12	62	33	39
34	1	0	"Small Ensemble"	"Score"	"Public Performance"	39	21	18	"Male"	"keyboard (piano or organ)"	3	24	10	45	28	62
34	2	1	"Solo"	"Score"	"Instructor"	24	12	18	"Male"	"keyboard (piano or organ)"	3	24	10	45	28	62
34	3	2	"Solo"	"Unspecified"	"Instructor"	27	20	18	"Male"	"keyboard (piano or organ)"	3	24	10	45	28	62
34	4	3	"Large Ensemble"	"Unspecified"	"Public Performance"	47	20	18	"Male"	"keyboard (piano or organ)"	3	24	10	45	28	62
34	5	4	"Solo"	"Score"	"Instructor"	27	10	18	"Male"	"keyboard (piano or organ)"	3	24	10	45	28	62
34	6	5	"Solo"	"Unspecified"	"Student(s)"	19	30	18	"Male"	"keyboard (piano or organ)"	3	24	10	45	28	62
34	7	6	"Solo"	"Unspecified"	"Instructor"	27	10	18	"Male"	"keyboard (piano or organ)"	3	24	10	45	28	62
34	8	7	"Solo"	"Score"	"Student(s)"	28	11	18	"Male"	"keyboard (piano or organ)"	3	24	10	45	28	62
34	9	8	"Solo"	"Unspecified"	"Instructor"	24	13	18	"Male"	"keyboard (piano or organ)"	3	24	10	45	28	62
34	10	9	"Solo"	"Score"	"Instructor"	22	10	18	"Male"	"keyboard (piano or organ)"	3	24	10	45	28	62
34	11	10	"Solo"	"Score"	"Instructor"	24	20	18	"Male"	"keyboard (piano or organ)"	3	24	10	45	28	62
34	12	11	"Solo"	"Score"	"Student(s)"	28	17	18	"Male"	"keyboard (piano or organ)"	3	24	10	45	28	62
34	13	12	"Solo"	"Memory"	"Student(s)"	31	13	18	"Male"	"keyboard (piano or organ)"	3	24	10	45	28	62
34	14	13	"Solo"	"Score"	"Instructor"	27	16	18	"Male"	"keyboard (piano or organ)"	3	24	10	45	28	62
34	15	14	"Solo"	"Score"	"Juried Recital"	34	18	18	"Male"	"keyboard (piano or organ)"	3	24	10	45	28	62
35	1	0	"Small Ensemble"	"Score"	"Public Performance"	29	19	21	"Female"	"orchestral instrument"	6	23	16	32	27	67
35	2	1	"Solo"	"Score"	"Instructor"	31	11	21	"Female"	"orchestral instrument"	6	23	16	32	27	67
35	3	2	"Solo"	"Score"	"Instructor"	45	13	21	"Female"	"orchestral instrument"	6	23	16	32	27	67
35	4	3	"Small Ensemble"	"Score"	"Juried Recital"	40	30	21	"Female"	"orchestral instrument"	6	23	16	32	27	67
35	5	4	"Large Ensemble"	"Score"	"Public Performance"	31	10	21	"Female"	"orchestral instrument"	6	23	16	32	27	67
35	6	5	"Solo"	"Score"	"Instructor"	47	12	21	"Female"	"orchestral instrument"	6	23	16	32	27	67
35	7	6	"Solo"	"Score"	"Public Performance"	47	30	21	"Female"	"orchestral instrument"	6	23	16	32	27	67
35	8	7	"Solo"	"Score"	"Instructor"	33	12	21	"Female"	"orchestral instrument"	6	23	16	32	27	67
35	9	8	"Large Ensemble"	"Score"	"Public Performance"	39	25	21	"Female"	"orchestral instrument"	6	23	16	32	27	67
35	10	9	"Large Ensemble"	"Score"	"Public Performance"	28	17	21	"Female"	"orchestral instrument"	6	23	16	32	27	67
35	11	10	"Small Ensemble"	"Score"	"Public Performance"	33	19	21	"Female"	"orchestral instrument"	6	23	16	32	27	67
35	12	11	"Solo"	"Score"	"Student(s)"	49	20	21	"Female"	"orchestral instrument"	6	23	16	32	27	67
35	13	12	"Large Ensemble"	"Score"	"Public Performance"	31	15	21	"Female"	"orchestral instrument"	6	23	16	32	27	67
35	14	13	"Solo"	"Score"	"Juried Recital"	47	19	21	"Female"	"orchestral instrument"	6	23	16	32	27	67
35	15	14	"Small Ensemble"	"Score"	"Juried Recital"	35	19	21	"Female"	"orchestral instrument"	6	23	16	32	27	67
36	1	0	"Small Ensemble"	"Unspecified"	"Public Performance"	23	20	20	"Female"	"orchestral instrument"	17	19	20	58	45	56
36	2	1	"Large Ensemble"	"Unspecified"	"Public Performance"	44	12	20	"Female"	"orchestral instrument"	17	19	20	58	45	56
36	3	2	"Large Ensemble"	"Score"	"Student(s)"	31	12	20	"Female"	"orchestral instrument"	17	19	20	58	45	56
36	4	3	"Small Ensemble"	"Score"	"Instructor"	31	11	20	"Female"	"orchestral instrument"	17	19	20	58	45	56
36	5	4	"Solo"	"Score"	"Instructor"	25	12	20	"Female"	"orchestral instrument"	17	19	20	58	45	56
36	6	5	"Solo"	"Score"	"Student(s)"	21	22	20	"Female"	"orchestral instrument"	17	19	20	58	45	56
36	7	6	"Small Ensemble"	"Score"	"Student(s)"	19	18	20	"Female"	"orchestral instrument"	17	19	20	58	45	56
36	8	7	"Large Ensemble"	"Score"	"Student(s)"	23	10	20	"Female"	"orchestral instrument"	17	19	20	58	45	56
36	9	8	"Small Ensemble"	"Score"	"Student(s)"	13	16	20	"Female"	"orchestral instrument"	17	19	20	58	45	56
36	10	9	"Small Ensemble"	"Score"	"Student(s)"	31	10	20	"Female"	"orchestral instrument"	17	19	20	58	45	56
36	11	10	"Solo"	"Memory"	"Instructor"	26	13	20	"Female"	"orchestral instrument"	17	19	20	58	45	56
36	12	11	"Large Ensemble"	"Score"	"Student(s)"	30	10	20	"Female"	"orchestral instrument"	17	19	20	58	45	56
36	13	12	"Small Ensemble"	"Score"	"Student(s)"	21	12	20	"Female"	"orchestral instrument"	17	19	20	58	45	56
36	14	13	"Large Ensemble"	"Score"	"Student(s)"	37	12	20	"Female"	"orchestral instrument"	17	19	20	58	45	56
36	15	14	"Large Ensemble"	"Score"	"Student(s)"	35	20	20	"Female"	"orchestral instrument"	17	19	20	58	45	56
37	1	0	"Small Ensemble"	"Score"	"Juried Recital"	26	17	21	"Female"	"voice"	5	30	11	39	19	26
37	2	1	"Solo"	"Unspecified"	"Instructor"	26	13	21	"Female"	"voice"	5	30	11	39	19	26
37	3	2	"Solo"	"Memory"	"Public Performance"	38	19	21	"Female"	"voice"	5	30	11	39	19	26
37	4	3	"Solo"	"Score"	"Student(s)"	23	13	21	"Female"	"voice"	5	30	11	39	19	26
37	5	4	"Solo"	"Score"	"Juried Recital"	40	15	21	"Female"	"voice"	5	30	11	39	19	26
37	6	5	"Solo"	"Score"	"Public Performance"	35	11	21	"Female"	"voice"	5	30	11	39	19	26
37	7	6	"Solo"	"Score"	"Instructor"	33	11	21	"Female"	"voice"	5	30	11	39	19	26
37	8	7	"Solo"	"Memory"	"Student(s)"	37	17	21	"Female"	"voice"	5	30	11	39	19	26
37	9	8	"Solo"	"Unspecified"	"Instructor"	32	31	21	"Female"	"voice"	5	30	11	39	19	26
37	10	9	"Solo"	"Score"	"Public Performance"	31	18	21	"Female"	"voice"	5	30	11	39	19	26
37	11	10	"Solo"	"Memory"	"Instructor"	35	21	21	"Female"	"voice"	5	30	11	39	19	26
37	12	11	"Solo"	"Memory"	"Student(s)"	36	18	21	"Female"	"voice"	5	30	11	39	19	26
37	13	12	"Solo"	"Memory"	"Juried Recital"	43	12	21	"Female"	"voice"	5	30	11	39	19	26
37	14	13	"Solo"	"Score"	"Public Performance"	39	15	21	"Female"	"voice"	5	30	11	39	19	26
37	15	14	"Large Ensemble"	"Score"	"Public Performance"	29	11	21	"Female"	"voice"	5	30	11	39	19	26
38	1	0	"Solo"	"Score"	"Public Performance"	22	13	19	"Male"	"keyboard (piano or organ)"	11	21	14	45	23	72
38	2	1	"Solo"	"Memory"	"Student(s)"	27	17	19	"Male"	"keyboard (piano or organ)"	11	21	14	45	23	72
38	3	2	"Solo"	"Memory"	"Student(s)"	23	13	19	"Male"	"keyboard (piano or organ)"	11	21	14	45	23	72
38	4	3	"Solo"	"Memory"	"Public Performance"	31	19	19	"Male"	"keyboard (piano or organ)"	11	21	14	45	23	72
38	5	4	"Small Ensemble"	"Score"	"Public Performance"	24	13	19	"Male"	"keyboard (piano or organ)"	11	21	14	45	23	72
38	6	5	"Small Ensemble"	"Score"	"Student(s)"	27	15	19	"Male"	"keyboard (piano or organ)"	11	21	14	45	23	72
38	7	6	"Small Ensemble"	"Score"	"Public Performance"	28	14	19	"Male"	"keyboard (piano or organ)"	11	21	14	45	23	72
38	8	7	"Small Ensemble"	"Score"	"Student(s)"	25	11	19	"Male"	"keyboard (piano or organ)"	11	21	14	45	23	72
38	9	8	"Solo"	"Memory"	"Student(s)"	33	17	19	"Male"	"keyboard (piano or organ)"	11	21	14	45	23	72
38	10	9	"Large Ensemble"	"Score"	"Public Performance"	31	19	19	"Male"	"keyboard (piano or organ)"	11	21	14	45	23	72
38	11	10	"Solo"	"Memory"	"Public Performance"	33	16	19	"Male"	"keyboard (piano or organ)"	11	21	14	45	23	72
38	12	11	"Solo"	"Score"	"Public Performance"	31	14	19	"Male"	"keyboard (piano or organ)"	11	21	14	45	23	72
38	13	12	"Solo"	"Memory"	"Public Performance"	34	15	19	"Male"	"keyboard (piano or organ)"	11	21	14	45	23	72
38	14	13	"Small Ensemble"	"Score"	"Student(s)"	31	14	19	"Male"	"keyboard (piano or organ)"	11	21	14	45	23	72
38	15	14	"Solo"	"Memory"	"Student(s)"	33	15	19	"Male"	"keyboard (piano or organ)"	11	21	14	45	23	72
39	1	0	"Solo"	"Score"	"Instructor"	37	16	21	"Female"	"keyboard (piano or organ)"	7	22	17	55	43	76
39	2	1	"Solo"	"Score"	"Instructor"	38	22	21	"Female"	"keyboard (piano or organ)"	7	22	17	55	43	76
39	3	2	"Solo"	"Score"	"Instructor"	33	19	21	"Female"	"keyboard (piano or organ)"	7	22	17	55	43	76
39	4	3	"Solo"	"Score"	"Instructor"	24	25	21	"Female"	"keyboard (piano or organ)"	7	22	17	55	43	76
39	5	4	"Solo"	"Score"	"Public Performance"	43	21	21	"Female"	"keyboard (piano or organ)"	7	22	17	55	43	76
39	6	5	"Solo"	"Score"	"Instructor"	26	23	21	"Female"	"keyboard (piano or organ)"	7	22	17	55	43	76
39	7	6	"Solo"	"Score"	"Instructor"	20	13	21	"Female"	"keyboard (piano or organ)"	7	22	17	55	43	76
39	8	7	"Solo"	"Score"	"Student(s)"	28	19	21	"Female"	"keyboard (piano or organ)"	7	22	17	55	43	76
39	9	8	"Solo"	"Score"	"Public Performance"	34	27	21	"Female"	"keyboard (piano or organ)"	7	22	17	55	43	76
39	10	9	"Solo"	"Score"	"Instructor"	33	18	21	"Female"	"keyboard (piano or organ)"	7	22	17	55	43	76
39	11	10	"Solo"	"Unspecified"	"Public Performance"	25	15	21	"Female"	"keyboard (piano or organ)"	7	22	17	55	43	76
39	12	11	"Solo"	"Unspecified"	"Instructor"	29	19	21	"Female"	"keyboard (piano or organ)"	7	22	17	55	43	76
39	13	12	"Solo"	"Unspecified"	"Instructor"	23	22	21	"Female"	"keyboard (piano or organ)"	7	22	17	55	43	76
39	14	13	"Small Ensemble"	"Unspecified"	"Public Performance"	27	23	21	"Female"	"keyboard (piano or organ)"	7	22	17	55	43	76
39	15	14	"Solo"	"Unspecified"	"Instructor"	39	13	21	"Female"	"keyboard (piano or organ)"	7	22	17	55	43	76
40	1	0	"Solo"	"Unspecified"	"Instructor"	26	15	20	"Female"	"keyboard (piano or organ)"	4	17	17	24	50	45
40	2	1	"Solo"	"Unspecified"	"Student(s)"	29	17	20	"Female"	"keyboard (piano or organ)"	4	17	17	24	50	45
40	3	2	"Solo"	"Unspecified"	"Instructor"	23	12	20	"Female"	"keyboard (piano or organ)"	4	17	17	24	50	45
40	4	3	"Solo"	"Score"	"Juried Recital"	36	19	20	"Female"	"keyboard (piano or organ)"	4	17	17	24	50	45
40	5	4	"Solo"	"Unspecified"	"Student(s)"	21	21	20	"Female"	"keyboard (piano or organ)"	4	17	17	24	50	45
40	6	5	"Solo"	"Score"	"Instructor"	18	10	20	"Female"	"keyboard (piano or organ)"	4	17	17	24	50	45
40	7	6	"Solo"	"Score"	"Public Performance"	25	19	20	"Female"	"keyboard (piano or organ)"	4	17	17	24	50	45
40	8	7	"Solo"	"Score"	"Instructor"	24	11	20	"Female"	"keyboard (piano or organ)"	4	17	17	24	50	45
40	9	8	"Solo"	"Score"	"Public Performance"	16	29	20	"Female"	"keyboard (piano or organ)"	4	17	17	24	50	45
40	10	9	"Solo"	"Score"	"Student(s)"	24	24	20	"Female"	"keyboard (piano or organ)"	4	17	17	24	50	45
40	11	10	"Solo"	"Memory"	"Student(s)"	22	27	20	"Female"	"keyboard (piano or organ)"	4	17	17	24	50	45
40	12	11	"Solo"	"Unspecified"	"Instructor"	23	18	20	"Female"	"keyboard (piano or organ)"	4	17	17	24	50	45
40	13	12	"Solo"	"Memory"	"Student(s)"	31	21	20	"Female"	"keyboard (piano or organ)"	4	17	17	24	50	45
